['UKV2910', 'B738/M-SDE2E3FGHIRWXY/LB1', 'EGAA', 'LIMF', '35000', 'LISBO L603 PEPOD Q38 SOSIM/N0439F270 Q38 GIGTO/N0449F350 L15 HON UL612 OGULO DCT OKASI DCT OKEKO DCT MOU DCT MADIV DCT MOKIP DCT TUFTA DCT GVA DCT MOBLO DCT LURAG M135 VEROB', 1707511177]
['EZY81AK', 'A320/M-SDE2E3FGHIJ1RWXY/LB1', 'EGAA', 'EGKK', '37000', 'LISBO DCT RINGA DCT BABGU DCT ETIGA DCT INKOB Q39 NOMSU UQ4 WAL L151 DISIT', 1707515049]
['RYR988', 'B738/M-SDE2E3FGHIRWXY/LB1', 'EGAA', 'LPPT', '36000', 'BEL DCT LISBO DCT DUB DCT SUTEX DCT GOTEM DCT ORTOM DCT MAPAG/M079F360 DCT LASNO T9 BEGAS/N0460F350 DCT STG/N0416F230 UP600 ASDEB DCT TURON DCT PINEK DCT PRT DCT XAMAX', 1707514931]
['RYR441', 'B738/M-VGDW/C', 'EGAA', 'LPPT', '34000', 'BEL DCT LISBO DCT DUB DCT SUTEX DCT GOTEM DCT ORTOM DCT MAPAG/M076F340 DCT LASNO T9 BEGAS/N0443F340 DCT STG UP600 ASDEB DCT TURON DCT PINEK DCT PRT DCT XAMAX', 1707515827]
['RYR193', 'B738/M-SDE2E3FGHIRWXY/LB1', 'EGAA', 'EGCC', '25000', 'LISBO L603 PEPOD Q38 MAKUX', 1707515468]
['RYR178', 'B738/M-SDE2E3FGHIRWXY/LB1', 'EGAA', 'EGPH', '19000', 'BLACA P600 TUNSO', 1707516277]
['EZY23HR', 'A320/M-SDE3FGHIRWY/LB1', 'EGAA', 'EGCC', '25000', 'LISBO L603 PEPOD Q38 MAKUX', 1707523867]
['EZY71KT', 'A320/M-SDE2E3FGHIJ1RWXY/LB1', 'EGAA', 'EGSS', '37000', 'LISBO DCT RINGA Q39 ETIGA DCT INKOB Q39 NOMSU UQ4 LISTO', 1707528904]
['EZY395U', 'A319/M-VGDW/C', 'EGAA', 'EGKK', '35000', 'LISBO DCT RINGA Q39 ETIGA DCT INKOB Q39 NOMSU UQ4 WAL L151 DISIT', 1707553774]
['GFCSV', 'C172/L-VGDW/C', 'EGAA', 'EGAE', '2500', 'EGAA LARNE VRP EGAE', 1707554823]
['GLFTB', 'C172', 'EGAA', 'EGAE', '2500', 'EGAA LARNE VRP BALLYCASTLE GIANTS CAUSWAY DUNLUCE CASTLE EGAE', 1707554914]
['EZY93LZ', 'A320/M-SDE3FGHIRWY/LB1', 'EGAA', 'EGGP', '23000', 'LISBO L603 PEPOD Q38 SOSIM L28 PENIL', 1707561577]
['GTI189', 'B738/M-SDE2E3FGHIRWXY/LB1', 'EGAA', 'EGPH', '19000', 'DCT BLACA P600 TUNSO TUNSO1E', 1707563227]
['EZY32MB', 'A320/M-VGDW/C', 'EGAA', 'EGJJ', '37000', 'LISBO DCT RINGA Q39 ETIGA DCT INKOB Q39 NOMSU UQ4 WAL N862 KARNO DCT ALHUP DCT ABWIV DCT PACSE DCT DAWLY N864 ABBEW N90 ENHEL N862 SKERY', 1707564546]
['EZY9900', 'A20N/M-SDE2E3FGHIJ1RWXYZ/LB1G1', 'EGAA', 'LSGG', '25000', 'LISBO DCT RINGA Q39 BABGU/N0396F290 Q39 ETIGA/N0368F250 Q39 INKOB/N0442F390 Q39 NOMSU UQ4 WAL L151 MID UL612 INPAX DCT PEKIM DCT PIXIS DCT LUSAR DCT SPR', 1707569504]
['ASE279', 'HDJT/L-SABDGRWY/H', 'EGAA', 'EGLC', '41000', 'LISBO DCT RINGA Q39 ETIGA DCT INKOB Q39 NOMSU UQ4 LISTO', 1707567856]
['EZY17GE', 'A320/M-SDE3FGHIRWY/LB1', 'EGAA', 'EGKK', '37000', 'LISBO DCT RINGA Q39 ETIGA DCT INKOB Q39 NOMSU UQ4 WAL L151 DISIT', 1707569920]
['EZY29GC', 'A320/M-VGDW/C', 'EGAA', 'EGCC', '25000', 'LISBO L603 PEPOD Q38 MAKUX', 1707572590]
['RUK41LD', 'B738/M-SDE2E3FGHIRWXY/LB1', 'EGAA', 'EGPH', '17000', 'BLACA P600 TUNSO', 1707573669]
['RUK178', 'B738/M-SDE2E3FGHIRWXY/LB1', 'EGAA', 'EGPH', '17000', 'BLACA P600 TUNSO', 1707573520]
['UKV612', 'B738/M-SDE2E3FGIRWY/LB1', 'EGAA', 'EGPH', '19000', 'DCT BLACA P600 TUNSO TUNSO1E', 1707575260]
['EZY64M', 'A20N/M-VGDW/C', 'EGAA', 'EGPH', '19000', 'BLACA P600 TUNSO', 1707574933]
['EZY21QF', 'A320/M-SDE3FGHIRWY/LB1', 'EGAA', 'EGNM', '23000', 'LISBO L603 PEPOD Q38 GIGTO Q4 WAL DCT POL', 1707577427]
['OMD6582', 'A20N/M-SDE2E3FGHIJ1RWXY/LB1', 'EGAA', 'LEMH', '37000', 'LISBO DCT RINGA Q39 ETIGA DCT INKOB Q39 NOMSU UQ4 WAL L151 KIDLI UN859 SOPIL DCT BALAN DCT EVPOK DCT NARAK DCT GAI DCT LOMRA DCT ROCAN DCT PUMAL UN859 BCN UN725 DIPES UN727 SARGO', 1707580005]
['CSMDB', 'B36T', 'EGAA', 'EGNM', '4000', 'DCT LISBO/N0174F050 DCT RINGA DCT IOM L10 CASEL DCT WAL DCT POL DCT', 1707585401]
['EZY87DX', 'A20N/M-SDE2E3FGHIJ1RWXY/LB1', 'EGAA', 'GCTS', '37000', 'LISBO DCT NUMPI P620 NIMAT DCT DUB DCT KOMER DCT TUVEN/M076F370 DCT LASNO T9 BEGAS/N0440F370 DCT DEMOS DCT ORSOS DCT BEXAL UN866 KONBA', 1707588552]
['XYZ204', 'B737/M-SDE2E3FGHIRWXY/LB1', 'EGAA', 'EGKK', '39000', 'LISBO DCT RINGA Q39 ETIGA DCT INKOB Q39 NOMSU UQ4 WAL L151 DISIT', 1707591045]
['NEW2V', 'C172/L-SC/C', 'EGAA', 'EGAC', '4000', 'EGAA EGAC', 1707596233]
['RUK9605', 'B738/M-SDE2E3FGHIRWXY/LB1', 'EGAA', 'EGNX', '27000', 'LISBO L603 PEPOD Q38 MAKUX', 1707597641]
['BAW151', 'B738', 'EGAA', 'EHAM', '35000', 'DCT LISBO DCT RINGA Q39 ETIGA DCT INKOB Q39 DANDI UL28 MCT M16 DOLAS L603 LAMSO LAMS2A', 1707599740]
['EZY66AL', 'A320', 'EGAA', 'EGPH', '18000', 'BLACA P600 TUNSO', 1707599887]
['BAW037', 'A320/M-SDE3FGHIRWY/LB1', 'EGAA', 'EGHI', '37000', 'LISBO DCT RINGA Q39 ETIGA DCT INKOB Q39 NOMSU UQ4 WAL L151 PEPUL/N0394F230 Y322 BUGUP', 1707599172]
['EZY311B', 'A320/M-VGDW/C', 'EGAA', 'EHAM', '39000', 'LISBO DCT RINGA Q39 ETIGA DCT INKOB Q39 DANDI UL28 MCT M16 DOLAS L603 LAMSO', 1707599498]
['EZY5DC', 'A320', 'EGAA', 'EGPF', '19000', 'EGAA/25 DCT BLACA BLACA1G EGPF/05 ', 1707602533]
['EZY360Z', 'A320/M-VGDW/C', 'EGAA', 'EGPH', '17000', 'BLACA P600 TUNSO', 1707603220]
['RYR98L', 'B738/M-SDE2E3FGHIRWXY/LB1', 'EGAA', 'EICK', '24000', 'NIMAT P620 DUB DCT KURUM KURUM1G', 1707602974]
['EZY603', 'A320/M-V/N', 'EGAA', 'EGPH', '12000', 'DCT BLACA P600 TUNSO TUNSO1E', 1707606336]
['EZY4J', 'A20N/M-SDE2E3FGHIJ1RWXY/LB1', 'EGAA', 'EGKK', '39000', 'DCT LISBO DCT RINGA Q39 ETIGA DCT INKOB Q39 NOMSU UQ4 WAL L151 DISIT DISIT1G', 1707611344]
['RYR6RE', 'B738/M-SDE2E3FGHIRWXY/LB1', 'EGAA', 'EGSS', '35000', 'LISBO DCT RINGA Q39 ETIGA DCT INKOB Q39 NOMSU UQ4 LISTO', 1707641435]
['VIR160', 'B744/H-VGDW/C', 'EGAA', 'KMCO', '34000', 'BEL NIPIT OLGON NEBIN 5330N02000W 5330N03000W 5230N04000W 5130N05000W UMESI TOPPS FRIAR KALDA BAHAA HIBAC ALYNA4', 1707649867]
['EZY27', 'A320/M-VGDW/C', 'EGAA', 'EGBB', '25000', 'LISBO L603 PEPOD Q38 MAKUX', 1707649477]
['EZY24MU', 'A20N/M-SDE2E3FGHIJ1RWXY/LB1', 'EGAA', 'EGGW', '35000', 'LISBO DCT RINGA Q39 ETIGA DCT INKOB Q39 NOMSU UQ4 LISTO', 1707650797]
['EZY360Z', 'A320', 'EGAA', 'EGPH', '17000', 'DCT BLACA P600 TUNSO TUNS1E', 1707652359]
['EZY67', 'A320/M-VGDW/C', 'EGAA', 'EGNT', '23000', 'BLACA', 1707651787]
['KLM335', 'B738', 'EGAA', 'EHAM', '31000', 'LISBO RINGA Q39 ETIGA INKOB Q39 DANDI UL28 MCT M16 DOLAS L603 LAMSO', 1707652028]
['EZY184F', 'A320/M-SDE2E3FGHIJ1RWXY/LB1', 'EGAA', 'EGPH', '21000', 'BLACA P600 TUNSO', 1707652601]
['EZY79LG', 'A20N/M-SDE2E3FGHIJ1RWXY/LB1', 'EGAA', 'EGCC', '25000', 'LISBO L603 PEPOD Q38 MAKUX', 1707653989]
['EZY81NZ', 'A320/M-SDE2E3FGHIJ1RWXY/LB1', 'EGAA', 'EHAM', '37000', 'LISBO DCT RINGA Q39 BABGU DCT ETIGA DCT INKOB Q39 DANDI UL28 MCT M16 DOLAS L603 LAMSO', 1707667030]
['EZY90DC', 'A20N/M-SDE2E3FGHIJ1RWXY/LB1', 'EGAA', 'EGGW', '34000', 'LISBO DCT RINGA Q39 ETIGA DCT INKOB Q39 NOMSU UQ4 LISTO', 1707673597]
['EZY360Z', 'A20N/M-SDE2E3FGHIJ1RWXY/LB1', 'EGAA', 'EGPH', '19000', 'BLACA P600 TUNSO', 1707671832]
['RYR178', 'B738/M-SDE2E3FGHIRWXY/LB1', 'EGAA', 'EGPH', '19000', 'LISBO DCT BLACA P600 TUNSO', 1707673423]
['RYR57J', 'B738/M-VGDW/C', 'EGAA', 'EGPF', '13000', 'BLACA', 1707673749]
['EZY50GL', 'A319/M-SDE3FGHIRWY/LB1', 'EGAA', 'EGSS', '35000', 'LISBO DCT RINGA DCT BABGU DCT ETIGA DCT INKOB Q39 NOMSU UQ4 LISTO', 1707674830]
['EZY781P', 'A320', 'EGAA', 'EGPH', '19000', 'BLACA TUNSO', 1707675622]
['RUK192', 'B738/M-VGDW/C', 'EGAA', 'EGCC', '25000', 'LISBO L603 PEPOD Q38 MAKUX', 1707678909]
['VCP18G', 'B738/M-SDE2E3FGHIRWXY/LB1', 'EGAA', 'LGKR', '33000', 'LISBO DCT RINGA Q39 DANDI UL28 MCT M16 DOLAS L603 LAMSO DCT EVELI DCT TIVUN DCT TESGA DCT DINKU M867 XERUM DCT BAVAX DCT RADIZ DCT DIGOT DCT RODON DCT LIMJA N732 PITAS', 1707678642]
['GTI189', 'B738/M-VGDW/C', 'EGAA', 'EGPH', '19000', 'DCT BLACA P600 TUNSO TUNSO1E', 1707680834]
['EZY24GK', 'A320/M-SDE3FGHIRWY/LB1', 'EGAA', 'EGGW', '37000', 'LISBO DCT RINGA Q39 ETIGA DCT INKOB Q39 NOMSU UQ4 LISTO', 1707686891]
['EZY48CZ', 'A320/M-VGDW/C', 'EGAA', 'LEAL', '39000', 'LISBO DCT NUMPI P620 NIMAT DCT DUB DCT BAKUR DCT TIKCA DCT DOLUR DCT IDRIK DCT NENEM UP152 PPN UM176 CLS', 1707687735]
['EZY38U', 'B736/M-VGDW/C', 'EGAA', 'EGPH', '19000', 'BLACA P600 TUNSO', 1707697654]
['EZY1302', 'A321/M-SDE3FGHIRWY/LB1', 'EGAA', 'EGSS', '35000', 'LISBO DCT RINGA Q39 ETIGA DCT INKOB Q39 NOMSU UQ4 LISTO', 1707722822]
['RUK84TL', 'B738/M-SDE2E3FGHIRWXY/LB1', 'EGAA', 'EGCC', '25000', 'LISBO L603 PEPOD Q38 MAKUX', 1707726094]
['EXS2Y', 'B738/M-SDE2E3FGHIRWXY/LB1', 'EGAA', 'LEAL', '35000', 'LISBO DCT NUMPI P620 DUB DCT KLY DCT BAKUR DCT TIKCA DCT DOLUR DCT IDRIK DCT NENEM UP152 PPN UM176 CLS', 1707735546]
['EZY4LF', 'A320/M-SDE3FGHIRWY/LB1', 'EGAA', 'EGCC', '25000', 'LISBO L603 PEPOD Q38 MAKUX', 1707741456]
['VCP20K', 'A306/H-SDE3FGHIRWY/LB1', 'EGAA', 'EGNX', '27000', 'PEPOD Q38 MAKUX', 1707744731]
['VCP51Q', 'B738/M-SDE2E3FGHIRWXY/LB1', 'EGAA', 'EGNX', '25000', 'LISBO L603 PEPOD Q38 MAKUX', 1707744548]
['EUR65', 'B748/H-VGDW/C', 'EGAA', 'VABB', '39000', 'EGAA RINGA ABIOM POL10 MAMUL KOK FERDI RAVMA REMBA RITAX DEMUL DIK LIMGO DIK22 SUTAL GTQ POGOL LASAT BEGAR UIR32 TRA KUDES TAKIT ELMUR SOPER ABESI PEPAG TZO MAXIM PAR LUPOS FRZ AMTEL BOL TIBER PEMAR ALAXI TEA06 TEA SOR POLIT LUKAN EVINO SOMAS CDC RAPIS MASOT ORTAP ALIXA AMIBO ARLOS METRU SOKAL KATEX AXD MENKU CVO MENLI KAMIS SHM PASAM WEJ HLF ALNAT GAS DODEX PUSLA MITSO MGA RIKTA ALMAL ASKIM KFA BAH RADLO PASID ELOSA SISOK LOXAT RAMRO ASKOP RANBI SHJ TUKLA NADNI SHJ47 LALDO IMLOT KANAS EGPIC EGRON JI LATEM TELEM VASLA BVR BOFIN VABB ', 1707746140]
['EXS11ZF', 'B738/M-SDE2E3FGHIRWXY/LB1', 'EGAA', 'LOWS', '37000', 'DUFFY RINGA Q39 DANDI UL28 MCT M16 DOLAS L603 LAMSO EVELI PODIP TESGA OSBIT ARMUT T703 ARBAX T108 OSTES T700 BADIT BADI2R', 1707750457]
['EZY21QF', 'A320/M-SDE2E3FGHIJ1RWXY/LB1', 'EGAA', 'EGNM', '25000', 'LISBO L603 PEPOD Q38 GIGTO UQ4 WAL DCT POL', 1707754513]
['EZY19Q', 'A20N/M-VGDW/C', 'EGAA', 'EGCC', '23000', 'LISBO L603 PEPOD Q38 MAKUX', 1707755018]
['EZY673', 'A20N/M-SDE2E3FGHIJ1RWXY/LB1', 'EGAA', 'EGNX', '25000', 'LISBO L603 PEPOD L15 MAKUX/N0431F270 DCT SOSIM L15 AMPIT DCT NOKIN DCT NUGRA DCT VEGAR DCT TNT DCT DIPSO DCT ROKUP', 1707767414]
['DHK2507', 'B763/H-SDE3FGHIM3RWXY/LB1', 'EGAA', 'EGNX', '25000', 'LISBO L603 PEPOD Q38 MAKUX', 1707767735]
['EZY321H', 'A320', 'EGAA', 'EGGD', '31000', 'DCT LISBO DCT RINGA DCT BABGU DCT ETIGA DCT INKOB Q39 NOMSU UQ4 WAL N862 KARNO DCT ALHUP DCT LUCSA N862 WEVBE WEVB1B ', 1707770112]
['RUK9605', 'B738/M-VGDW/C', 'EGAA', 'EGNX', '27000', 'LISBO L603 PEPOD Q38 MAKUX', 1707772028]
['EZY395U', 'A320/M-SDE3FGHIRWY/LB1', 'EGAA', 'EGKK', '37000', 'LISBO DCT RINGA DCT BABGU DCT ETIGA DCT INKOB Q39 NOMSU UQ4 WAL L151 DISIT', 1707776137]
['RUK76FA', 'B738/M-SDE2E3FGHIRWXY/LB1', 'EGAA', 'EGCC', '23000', 'LISBO L603 PEPOD Q38 MAKUX', 1707813485]
['RYR81ZZ', 'B738/M-SDE2E3FGHIRWXY/LB1', 'EGAA', 'EPGD', '37000', 'BLACA P600 TRN DCT ZOFAT DCT SURAT DCT PETIL DCT RIDSI DCT RUMAR L983 DOMAG T240 OGDAV', 1707821494]
['RUK41LD', 'B738/M-SDE2E3FGHIRWXY/LB1', 'EGAA', 'EGPH', '17000', 'BLACA P600 TUNSO', 1707822815]
['EZY87RT', 'A320/M-SDE3FGHIRWY/LB1', 'EGAA', 'EGJJ', '36000', 'LISBO DCT RINGA Q39 ETIGA DCT INKOB Q39 NOMSU UQ4 WAL N862 KARNO DCT ALHUP DCT ABWIV DCT PACSE DCT DAWLY N864 ABBEW N90 ENHEL N862 SKERY', 1707828336]
['EZY21QF', 'A320/M-SDE2E3FGHIJ1RWXY/LB1', 'EGAA', 'EGNM', '25000', 'LISBO L603 PEPOD Q38 GIGTO UQ4 WAL DCT POL', 1707829746]
['EZY75LP', 'A320/M-SDE3FGHIRWY/LB1', 'EGAA', 'EGNT', '23000', 'BLACA P600 TRN DCT TLA Y96 NATEB', 1707836411]
['EZY184F', 'A320/M-SDE3FGHIRWY/LB1', 'EGAA', 'EGPH', '17000', 'BLACA P600 TUNSO', 1707837316]
['RYR64LF', 'B738/M-SDE2E3FGHIRWXY/LB1', 'EGAA', 'EDDB', '35000', 'LISBO DCT RINGA Q39 ETIGA DCT INKOB Q39 DANDI UL28 MCT M16 DOLAS L603 LAMSO DCT PETIK DCT BATEL T207 OGBER', 1707839382]
['NEW2V', 'C172/L-SC/C', 'EGAA', 'EGAC', '4000', 'EGAA EGAC', 1707840375]
['EZY75CE', 'A320/M-SDE3FGHIRWY/LB1', 'EGAA', 'EGKK', '37000', 'LISBO DCT RINGA Q39 ETIGA DCT INKOB Q39 NOMSU UQ4 WAL L151 DISIT', 1707843757]
['RUK41LD', 'B738/M-SDE2E3FGHIRWXY/LB1', 'EGAA', 'EGPH', '17000', 'BLACA P600 TUNSO', 1707844419]
['EZY412M', 'A20N/M-VGDW/C', 'EGAA', 'EGPH', '23000', 'BLACA P600 TUNSO TUNS1E', 1707852788]
['RYR628M', 'B739', 'EGAA', 'EGSS', '35000', 'LISBO DCT RINGA Q39 ETIGA DCT INKOB Q39 NOMSU UQ4 LISTO', 1707852070]
['EZY7WT', 'A320/M-VGDW/C', 'EGAA', 'EGSS', '35000', 'LISBO DCT RINGA Q39 ETIGA DCT INKOB Q39 NOMSU UQ4 LISTO', 1707853601]
['GAMCT', 'C172/L-VGD/C', 'EGAA', 'EGAC', '3000', 'D348F DCT LARNE DCT MAGEE/N0111F040', 1707856450]
['EZY8161', 'A320/M-VGDW/C', 'EGAA', 'EGKK', '35000', 'LISBO DCT RINGA Q39 ETIGA DCT INKOB Q39 NOMSU UQ4 WAL L151 DISIT', 1707857891]
['RUK178', 'B738/M-SDE2E3FGHIRWXY/LB1', 'EGAA', 'EGPH', '17000', 'BLACA P600 TUNSO', 1707863736]
['RUK178', 'B738/M-SDE2E3FGHIRWXY/LB1', 'EGAA', 'EGPH', '17000', 'BLACA P600 TUNSO', 1707883115]
['EZY21QF', 'A320/M-VGDW/C', 'EGAA', 'EGNM', '23000', 'LISBO L603 PEPOD Q38 GIGTO Q4 WAL DCT POL', 1707899223]
['EZY68FB', 'A320/M-SDE3FGHIRWY/LB1', 'EGAA', 'LCLK', '35000', 'LISBO DCT RINGA Q39 ETIGA DCT INKOB Q39 NOMSU UQ4 LISTO DCT HON DCT FINMA DCT CLN M84 KONAN UL607 REMBA DCT LIRSU DCT NONKO DCT VIBOM DCT NOMBO DCT RIDAR DCT LATLO DCT OBEDI DCT MAGAM DCT VABEK/N0440F370 UL603 OLOTA DCT RUGAS UN128 LMO UN127 EXELA UM601 EVENO M601 VADUS/N0397F270 R19 BONEK', 1707907173]
['EZY25UV', 'A320/M-SDE2E3FGHIJ1RWXY/LB1', 'EGAA', 'EGGP', '23000', 'LISBO L603 PEPOD Q38 SOSIM L28 PENIL', 1707916417]
['EZY87RT', 'A320/M-VGDW/C', 'EGAA', 'EGJJ', '37000', 'LISBO DCT RINGA DCT BABGU DCT ETIGA DCT INKOB Q39 NOMSU UQ4 WAL N862 KARNO DCT ALHUP DCT ABWIV DCT PACSE DCT TONQU N862 SKERY', 1707916056]
['EZY81XB', 'A320/M-VGDW/C', 'EGAA', 'LEMG', '24000', 'LISBO DCT NUMPI P620 NIMAT/N0453F360 DCT DUB/N0448F370 DCT BAKUR DCT TIKCA DCT DOLUR DCT IDRIK DCT DELOG DCT CRISA UN864 VULPE', 1707919388]
['RUK41LD', 'B738/M-SDE2E3FGHIRWXY/LB1', 'EGAA', 'EGPH', '17000', 'BLACA P600 TUNSO', 1707919150]
['GER1026', 'E190/M-SDE3GILORVW/S', 'EGAA', 'EDFH', '10000', 'LISBO DCT HB DCT IPSET DCT RWY DCT POL M605 PEDIG/N0438F230 M605 DTY L10 ITVIP/N0443F350 L10 DVR UL9 KONAN UL607 SPI Q50 ARCKY L607 ROPUV ROPUV3A', 1707928235]
['RUK6RE', 'B738/M-SDE2E3FGHIRWXY/LB1', 'EGAA', 'EGSS', '35000', 'LISBO DCT RINGA Q39 ETIGA DCT INKOB Q39 NOMSU UQ4 LISTO', 1707927696]
['RUK190', 'B738/M-VGDW/C', 'EGAA', 'EGCC', '25000', 'LISBO L603 PEPOD Q38 MAKUX', 1707928449]
['BAW1818', 'A20N/M-SDE2E3FGHIJ1RWXY/LB1', 'EGAA', 'EGKK', '35000', 'LISBO DCT RINGA Q39 ETIGA DCT INKOB Q39 NOMSU UQ4 WAL L151 DISIT', 1707928776]
['NEW2V', 'C172/L-SC/C', 'EGAA', 'EGAC', '4000', 'EGAA EGAC', 1707928092]
['EZY28GC', 'A320/M-SDE3FGHIRWY/LB1', 'EGAA', 'EGCC', '21000', 'LISBO L603 PEPOD Q38 MAKUX', 1707929379]
['CFE62A', 'E190/M-VGDW/C', 'EGAA', 'EGLC', '35000', 'EGAA/25 DCT LISBO DCT RINGA Q39 ETIGA DCT INKOB Q39 NOMSU UQ4 LISTO LIST1C EGLC/LAV1J RWY27', 1707929013]
['N26B', 'C700/M-SBDGHM1RWXY/LB2', 'EGAA', 'EGKK', '41000', 'LISBO DCT RINGA Q39 ETIGA DCT INKOB Q39 NOMSU UQ4 WAL L151 DISIT', 1707930336]
['RYR72FA', 'B738/M-SDE2E3FGHIRWXY/LB1', 'EGAA', 'EGCC', '23000', 'DCT LISBO L603 PEPOD L15 GIGTO Q4 WAL DCT MIRSI DCT', 1707930098]
['EZY212', 'A20N', 'EGAA', 'EGKK', '37000', 'EGAA/25 N0436F370 DCT LISBO DCT RINGA Q39 ETIGA DCT INKOB Q39 NOMSU UQ4 WAL L151 DISIT DISI1G EGKK/26L ', 1707929886]
['AT13', 'C25C/M-VGDW/C', 'EGAA', 'EGSS', '41000', 'LISBO DCT RINGA Q39 ETIGA DCT INKOB Q39 NOMSU UQ4 LISTO', 1707930637]
['RUK9605', 'B738/M-SDE2E3FGHIRWXY/LB1', 'EGAA', 'EGNX', '27000', 'LISBO L603 PEPOD Q38 MAKUX', 1707936277]
['RYR21C', 'B739/M-SDE2E3FGHIRWXY/LB1', 'EGAA', 'LFMN', '33000', 'LISBO DCT RINGA Q39 NOMSU UQ4 WAL L151 MID UL612 RESMI UM728 KETEX DCT KOTIS DCT KUKOR DCT UTUVA DCT LERGA DCT LIQID UY30 LATAM UY22 NISAR', 1707936189]
['NEW2V', 'C172/L-SC/C', 'EGAA', 'EGAC', '4000', 'EGAA  EGAC', 1707940582]
['ABF1T', 'A320/M-SDE3FGHIRWY/LB1', 'EGAA', 'EGGD', '31000', 'LISBO DCT RINGA Q39 ETIGA DCT INKOB Q39 NOMSU UQ4 WAL N862 KARNO/N0468F300 DCT ALHUP DCT LUCSA N862 WEVBE', 1707951874]
['EZY123', 'A320/M-VGDW/C', 'EGAA', 'EGGD', '31000', 'LISBO DCT RINGA Q39 ETIGA DCT INKOB Q39 NOMSU UQ4 WAL N862 KARNO/N0468F300 DCT ALHUP DCT LUCSA N862 WEVBE', 1707952146]
['EZY21FQ', 'A320/M-VGDW/C', 'EGAA', 'EGNM', '23000', 'LISBO L603 PEPOD Q38 GIGTO Q4 WAL DCT POL', 1707954244]
['EZY21QF', 'A320/M-SDE3FGHIRWY/LB1', 'EGAA', 'EGNM', '23000', 'LISBO L603 PEPOD Q38 GIGTO Q4 WAL DCT POL', 1707954184]
['EZY65XU', 'A320/M-SDE2E3FGHIJ1RWXY/LB1', 'EGAA', 'EGGP', '23000', 'LISBO L603 PEPOD Q38 SOSIM L28 PENIL', 1707989648]
['RUK35FD', 'B38M/M-SDE1FGHILORVWXY/HB1', 'EGAA', 'EGPH', '17000', 'BLACA P600 TUNSO', 1707995136]
['EZY395U', 'A320/M-SDE3FGHIRWY/LB1', 'EGAA', 'EGKK', '37000', 'LISBO DCT RINGA Q39 ETIGA DCT INKOB Q39 NOMSU UQ4 WAL L151 DISIT', 1707998768]
